"ID Cliente","Zona","País","Tipo de producto","Canal de venta","Prioridad","Fecha pedido","Unidades","Precio Unitario","Coste unitario","Importe venta total","Importe Coste total","Año","Mes"
"C7416","europa","Kosovo","Cosméticos","Online","Baja","10/29/2020","9556","  437.20 € ","  263.33 € ","  4,177,883.20 € ","  2,516,381.48 € ","2020","10"
"C2768","europa","Georgia","Frutas","Offline","Baja","8/1/2021","7732","  9.33 € ","  6.92 € ","  72,139.56 € ","  53,505.44 € ","2021","8"
"C9637","Australia y Oceanía","Nauru","Doméstico","Online","Media","11/6/2021","8896","  668.27 € ","  502.54 € ","  5,944,929.92 € ","  4,470,595.84 € ","2021","11"
"C2962","Australia y Oceanía","Solomon Islands","Material de oficina","Online","Baja","11/6/2022","2430","  651.21 € ","  524.96 € ","  1,582,440.30 € ","  1,275,652.80 € ","2022","11"
"C7884","Asia","Thailand","Alimento infantil","Offline","Crítica","6/28/2020","9744","  255.28 € ","  159.42 € ","  2,487,448.32 € ","  1,553,388.48 € ","2020","6"
"C5247","europa","Russia","Cereales","Offline","Media","2/3/2021","9280","  205.70 € ","  117.11 € ","  1,908,896.00 € ","  1,086,780.80 € ","2021","2"
"C8098","Australia y Oceanía","Samoa ","Frutas","Online","Media","10/18/2022","1513","  9.33 € ","  6.92 € ","  14,116.29 € ","  10,469.96 € ","2022","10"
"C3188","Australia y Oceanía","Vanuatu","Snacks","Offline","Baja","9/18/2022","3946","  152.58 € ","  97.44 € ","  602,080.68 € ","  384,498.24 € ","2022","9"
"C9470","Africa","Lesotho","Frutas","Offline","Alta","3/23/2021","6116","  9.33 € ","  6.92 € ","  57,062.28 € ","  42,322.72 € ","2021","3"
"C1602","Australia y Oceanía","Solomon Islands","Bebida","Online","Alta","7/14/2020","4591","  47.45 € ","  31.79 € ","  217,842.95 € ","  145,947.89 € ","2020","7"
"C4443","Asia","Taiwan","Snacks","Offline","Crítica","5/23/2020","7969","  152.58 € ","  97.44 € ","  1,215,910.02 € ","  776,499.36 € ","2020","5"
"C7556","Asia","Singapore","Verduras","Online","Baja","5/19/2022","1880","  154.06 € ","  90.93 € ","  289,632.80 € ","  170,948.40 € ","2022","5"
"C5707","Africa","Ghana","Verduras","Offline","Media","10/6/2022","3985","  154.06 € ","  90.93 € ","  613,929.10 € ","  362,356.05 € ","2022","10"
"C3365","europa","Belarus","Bebida","Offline","Alta","7/2/2022","8977","  47.45 € ","  31.79 € ","  425,958.65 € ","  285,378.83 € ","2022","7"
"C1203","Africa","Lesotho","Snacks","Offline","Crítica","2/3/2020","3578","  152.58 € ","  97.44 € ","  545,931.24 € ","  348,640.32 € ","2020","2"
"C9596","Africa","Democratic Republic of the Congo","Cereales","Online","Crítica","7/30/2021","1545","  205.70 € ","  117.11 € ","  317,806.50 € ","  180,934.95 € ","2021","7"
"C8124","europa","San Marino","Frutas","Online","Baja","12/25/2021","8663","  9.33 € ","  6.92 € ","  80,825.79 € ","  59,947.96 € ","2021","12"
"C4066","Africa","Mauritius ","Frutas","Online","Media","1/3/2021","7749","  9.33 € ","  6.92 € ","  72,298.17 € ","  53,623.08 € ","2021","1"
"C9910","europa","Kosovo","Verduras","Online","Media","8/14/2021","3653","  154.06 € ","  90.93 € ","  562,781.18 € ","  332,167.29 € ","2021","8"
"C2841","Africa","Tunisia ","Verduras","Offline","Alta","1/15/2020","8254","  154.06 € ","  90.93 € ","  1,271,611.24 € ","  750,536.22 € ","2020","1"
"C1253","europa","Czech Republic","Material de oficina","Online","Alta","6/20/2021","5463","  651.21 € ","  524.96 € ","  3,557,560.23 € ","  2,867,856.48 € ","2021","6"
"C6238","Australia y Oceanía","Federated States of Micronesia","Cosméticos","Offline","Baja","7/2/2021","6222","  437.20 € ","  263.33 € ","  2,720,258.40 € ","  1,638,439.26 € ","2021","7"
"C6094","europa","Estonia","Doméstico","Offline","Media","11/8/2021","3506","  668.27 € ","  502.54 € ","  2,342,954.62 € ","  1,761,905.24 € ","2021","11"
"C7822","Asia","Nepal","Frutas","Offline","Baja","5/10/2020","7318","  9.33 € ","  6.92 € ","  68,276.94 € ","  50,640.56 € ","2020","5"
"C5625","Africa","Democratic Republic of the Congo","Bebida","Offline","Media","12/15/2020","9696","  47.45 € ","  31.79 € ","  460,075.20 € ","  308,235.84 € ","2020","12"
"C3411","Asia","Singapore","Snacks","Offline","Alta","11/9/2020","9707","  152.58 € ","  97.44 € ","  1,481,094.06 € ","  945,850.08 € ","2020","11"
"C1288","Asia","India","Bebida","Online","Alta","7/11/2020","8448","  47.45 € ","  31.79 € ","  400,857.60 € ","  268,561.92 € ","2020","7"
"C9070","Africa","Angola","Cereales","Offline","Media","4/4/2022","4051","  205.70 € ","  117.11 € ","  833,290.70 € ","  474,412.61 € ","2022","4"
"C5773","Asia","Kyrgyzstan","Alimento infantil","Online","Crítica","3/5/2020","6676","  255.28 € ","  159.42 € ","  1,704,249.28 € ","  1,064,287.92 € ","2020","3"
"C7116","Africa","Burundi","Doméstico","Offline","Crítica","8/31/2021","3516","  668.27 € ","  502.54 € ","  2,349,637.32 € ","  1,766,930.64 € ","2021","8"
"C7021","Africa","South Africa","Material de oficina","Online","Media","3/23/2020","3794","  651.21 € ","  524.96 € ","  2,470,690.74 € ","  1,991,698.24 € ","2020","3"
"C9115","europa","Georgia","Cereales","Offline","Baja","8/14/2022","3765","  205.70 € ","  117.11 € ","  774,460.50 € ","  440,919.15 € ","2022","8"
"C4226","Africa","The Gambia","Bebida","Offline","Baja","9/19/2021","1715","  47.45 € ","  31.79 € ","  81,376.75 € ","  54,519.85 € ","2021","9"
"C1885","Asia","Nepal","Doméstico","Online","Crítica","10/18/2020","2963","  668.27 € ","  502.54 € ","  1,980,084.01 € ","  1,489,026.02 € ","2020","10"
"C7827","europa","Albania","Verduras","Online","Media","9/7/2020","4855","  154.06 € ","  90.93 € ","  747,961.30 € ","  441,465.15 € ","2020","9"
"C1490","Centroamérica y Caribe","Dominica","Material de oficina","Online","Crítica","3/4/2021","1772","  651.21 € ","  524.96 € ","  1,153,944.12 € ","  930,229.12 € ","2021","3"
"C3516","Africa","Oman","Bebida","Online","Media","6/16/2022","126","  47.45 € ","  31.79 € ","  5,978.70 € ","  4,005.54 € ","2022","6"
"C8248","Africa","Ethiopia","Cereales","Online","Media","11/6/2020","3359","  205.70 € ","  117.11 € ","  690,946.30 € ","  393,372.49 € ","2020","11"
"C6235","Centroamérica y Caribe","Saint Kitts and Nevis ","Bebida","Online","Alta","8/21/2021","6944","  47.45 € ","  31.79 € ","  329,492.80 € ","  220,749.76 € ","2021","8"
"C6726","Africa","The Gambia","Verduras","Online","Media","7/5/2020","3386","  154.06 € ","  90.93 € ","  521,647.16 € ","  307,888.98 € ","2020","7"
"C6175","Africa","Rwanda","Cosméticos","Online","Media","2/15/2022","7221","  437.20 € ","  263.33 € ","  3,157,021.20 € ","  1,901,505.93 € ","2022","2"
"C1739","Asia","Japan","Frutas","Offline","Crítica","7/19/2021","17","  9.33 € ","  6.92 € ","  158.61 € ","  117.64 € ","2021","7"
"C4777","europa","Ireland","Verduras","Online","Baja","10/24/2022","5373","  154.06 € ","  90.93 € ","  827,764.38 € ","  488,566.89 € ","2022","10"
"C9353","europa","Andorra","Alimento infantil","Offline","Media","5/11/2020","3918","  255.28 € ","  159.42 € ","  1,000,187.04 € ","  624,607.56 € ","2020","5"
"C5733","Asia","Kazakhstan","Snacks","Online","Crítica","6/15/2020","8313","  152.58 € ","  97.44 € ","  1,268,397.54 € ","  810,018.72 € ","2020","6"
"C2886","europa","Italy","Verduras","Offline","Alta","8/17/2022","8251","  154.06 € ","  90.93 € ","  1,271,149.06 € ","  750,263.43 € ","2022","8"
"C5984","Africa","Tanzania","Snacks","Offline","Baja","2/1/2021","5455","  152.58 € ","  97.44 € ","  832,323.90 € ","  531,535.20 € ","2021","2"
"C2904","Centroamérica y Caribe","Antigua and Barbuda ","Ropa","Offline","Crítica","6/15/2020","8680","  109.28 € ","  35.84 € ","  948,550.40 € ","  311,091.20 € ","2020","6"
"C4722","Africa","Qatar","Cosméticos","Online","Media","1/13/2020","8713","  437.20 € ","  263.33 € ","  3,809,323.60 € ","  2,294,394.29 € ","2020","1"
"C5222","Africa","Jordan","Cárnicos","Offline","Media","12/16/2020","3371","  421.89 € ","  364.69 € ","  1,422,191.19 € ","  1,229,369.99 € ","2020","12"
"C3388","Centroamérica y Caribe","El Salvador","Doméstico","Online","Baja","11/27/2021","2502","  668.27 € ","  502.54 € ","  1,672,011.54 € ","  1,257,355.08 € ","2021","11"
"C7908","Australia y Oceanía","Tonga","Doméstico","Offline","Baja","7/12/2020","2986","  668.27 € ","  502.54 € ","  1,995,454.22 € ","  1,500,584.44 € ","2020","7"
"C5674","Africa","Madagascar","Cárnicos","Offline","Alta","8/6/2020","3735","  421.89 € ","  364.69 € ","  1,575,759.15 € ","  1,362,117.15 € ","2020","8"
"C2279","Africa","Seychelles ","Alimento infantil","Offline","Media","12/29/2021","691","  255.28 € ","  159.42 € ","  176,398.48 € ","  110,159.22 € ","2021","12"
"C8520","Africa","Swaziland","Bebida","Offline","Media","2/23/2022","1827","  47.45 € ","  31.79 € ","  86,691.15 € ","  58,080.33 € ","2022","2"
"C8899","Australia y Oceanía","Tonga","Cereales","Online","Crítica","4/25/2020","2149","  205.70 € ","  117.11 € ","  442,049.30 € ","  251,669.39 € ","2020","4"
"C2119","Africa","Azerbaijan","Bebida","Offline","Media","11/16/2021","8692","  47.45 € ","  31.79 € ","  412,435.40 € ","  276,318.68 € ","2021","11"
"C5586","Africa","Madagascar","Cereales","Offline","Crítica","8/10/2022","5523","  205.70 € ","  117.11 € ","  1,136,081.10 € ","  646,798.53 € ","2022","8"
"C5911","Africa","Iran","Alimento infantil","Online","Alta","7/16/2021","8743","  255.28 € ","  159.42 € ","  2,231,913.04 € ","  1,393,809.06 € ","2021","7"
"C8406","Australia y Oceanía","New Zealand","Cosméticos","Offline","Baja","5/27/2022","1479","  437.20 € ","  263.33 € ","  646,618.80 € ","  389,465.07 € ","2022","5"
"C5588","Africa","Democratic Republic of the Congo","Doméstico","Online","Crítica","9/29/2020","8894","  668.27 € ","  502.54 € ","  5,943,593.38 € ","  4,469,590.76 € ","2020","9"
"C8676","europa","Lithuania","Alimento infantil","Offline","Baja","7/12/2022","3180","  255.28 € ","  159.42 € ","  811,790.40 € ","  506,955.60 € ","2022","7"
"C7092","Africa","Seychelles ","Cereales","Online","Baja","9/4/2022","8561","  205.70 € ","  117.11 € ","  1,760,997.70 € ","  1,002,578.71 € ","2022","9"
"C8962","europa","Croatia","Cereales","Online","Crítica","10/20/2020","6291","  205.70 € ","  117.11 € ","  1,294,058.70 € ","  736,739.01 € ","2020","10"
"C9614","Africa","Swaziland","Alimento infantil","Online","Crítica","8/26/2022","9656","  255.28 € ","  159.42 € ","  2,464,983.68 € ","  1,539,359.52 € ","2022","8"
"C5080","Asia","Singapore","Snacks","Online","Alta","6/27/2021","8975","  152.58 € ","  97.44 € ","  1,369,405.50 € ","  874,524.00 € ","2021","6"
"C5594","europa","Germany","Frutas","Online","Crítica","6/5/2022","6595","  9.33 € ","  6.92 € ","  61,531.35 € ","  45,637.40 € ","2022","6"
"C4096","europa","Norway","Cosméticos","Online","Baja","12/20/2020","1896","  437.20 € ","  263.33 € ","  828,931.20 € ","  499,273.68 € ","2020","12"
"C7726","Asia","Malaysia","Cosméticos","Online","Media","8/10/2021","6290","  437.20 € ","  263.33 € ","  2,749,988.00 € ","  1,656,345.70 € ","2021","8"
"C6328","europa","Austria","Bebida","Online","Crítica","1/29/2022","8219","  47.45 € ","  31.79 € ","  389,991.55 € ","  261,282.01 € ","2022","1"
"C3950","Asia","Malaysia","Snacks","Online","Media","7/10/2020","8156","  152.58 € ","  97.44 € ","  1,244,442.48 € ","  794,720.64 € ","2020","7"
"C5342","Africa","Lesotho","Cuidado personal","Offline","Alta","8/20/2022","3607","  81.73 € ","  56.67 € ","  294,800.11 € ","  204,408.69 € ","2022","8"
"C2457","Africa","Benin","Frutas","Offline","Alta","3/18/2020","4107","  9.33 € ","  6.92 € ","  38,318.31 € ","  28,420.44 € ","2020","3"
"C5953","europa","Greece","Material de oficina","Offline","Baja","3/5/2021","6225","  651.21 € ","  524.96 € ","  4,053,782.25 € ","  3,267,876.00 € ","2021","3"
"C4689","europa","Lithuania","Cereales","Offline","Baja","6/3/2022","8558","  205.70 € ","  117.11 € ","  1,760,380.60 € ","  1,002,227.38 € ","2022","6"
"C6229","Africa","Comoros","Cárnicos","Offline","Alta","9/2/2022","6736","  421.89 € ","  364.69 € ","  2,841,851.04 € ","  2,456,551.84 € ","2022","9"
"C5338","Asia","Myanmar","Doméstico","Offline","Media","1/17/2021","8421","  668.27 € ","  502.54 € ","  5,627,501.67 € ","  4,231,889.34 € ","2021","1"
"C6485","Africa","Ethiopia","Cuidado personal","Online","Baja","5/14/2021","8306","  81.73 € ","  56.67 € ","  678,849.38 € ","  470,701.02 € ","2021","5"
"C1344","Africa","Guinea","Cereales","Offline","Crítica","2/16/2022","3112","  205.70 € ","  117.11 € ","  640,138.40 € ","  364,446.32 € ","2022","2"
"C9289","Centroamérica y Caribe","Saint Lucia","Cosméticos","Offline","Baja","10/21/2020","6597","  437.20 € ","  263.33 € ","  2,884,208.40 € ","  1,737,188.01 € ","2020","10"
"C9899","Africa","Eritrea","Material de oficina","Offline","Media","12/27/2020","4545","  651.21 € ","  524.96 € ","  2,959,749.45 € ","  2,385,943.20 € ","2020","12"
"C1456","Africa","Niger","Cuidado personal","Offline","Baja","5/21/2022","9774","  81.73 € ","  56.67 € ","  798,829.02 € ","  553,892.58 € ","2022","5"
"C5445","Centroamérica y Caribe","Barbados","Cosméticos","Online","Media","3/29/2022","7132","  437.20 € ","  263.33 € ","  3,118,110.40 € ","  1,878,069.56 € ","2022","3"
"C8054","Australia y Oceanía","Tonga","Snacks","Offline","Crítica","6/30/2022","8501","  152.58 € ","  97.44 € ","  1,297,082.58 € ","  828,337.44 € ","2022","6"
"C9673","Asia","Indonesia","Bebida","Offline","Baja","8/19/2022","7789","  47.45 € ","  31.79 € ","  369,588.05 € ","  247,612.31 € ","2022","8"
"C2397","Asia","Indonesia","Ropa","Online","Alta","2/7/2021","5941","  109.28 € ","  35.84 € ","  649,232.48 € ","  212,925.44 € ","2021","2"
"C1524","Africa","Lebanon","Cuidado personal","Offline","Crítica","6/27/2022","5930","  81.73 € ","  56.67 € ","  484,658.90 € ","  336,053.10 € ","2022","6"
"C5054","Africa","Afghanistan","Ropa","Online","Crítica","10/1/2021","7760","  109.28 € ","  35.84 € ","  848,012.80 € ","  278,118.40 € ","2021","10"
"C7190","europa","Hungary","Frutas","Offline","Baja","11/4/2022","3468","  9.33 € ","  6.92 € ","  32,356.44 € ","  23,998.56 € ","2022","11"
"C2840","Africa","Gabon","Cosméticos","Offline","Media","2/11/2020","2121","  437.20 € ","  263.33 € ","  927,301.20 € ","  558,522.93 € ","2020","2"
"C1112","Asia","Mongolia","Material de oficina","Offline","Media","8/7/2022","4818","  651.21 € ","  524.96 € ","  3,137,529.78 € ","  2,529,257.28 € ","2022","8"
"C2821","Norteamérica","Canada","Alimento infantil","Offline","Baja","2/28/2021","9689","  255.28 € ","  159.42 € ","  2,473,407.92 € ","  1,544,620.38 € ","2021","2"
"C4982","Africa","Afghanistan","Doméstico","Online","Alta","5/11/2021","6894","  668.27 € ","  502.54 € ","  4,607,053.38 € ","  3,464,510.76 € ","2021","5"
"C5314","europa","Liechtenstein","Cereales","Offline","Media","1/2/2022","3626","  205.70 € ","  117.11 € ","  745,868.20 € ","  424,640.86 € ","2022","1"
"C6740","Centroamérica y Caribe","Honduras","Alimento infantil","Online","Crítica","4/23/2022","9109","  255.28 € ","  159.42 € ","  2,325,345.52 € ","  1,452,156.78 € ","2022","4"
"C3886","Norteamérica","Mexico","Alimento infantil","Online","Alta","6/18/2020","9598","  255.28 € ","  159.42 € ","  2,450,177.44 € ","  1,530,113.16 € ","2020","6"
"C5579","Africa","Liberia","Material de oficina","Online","Media","10/8/2020","3378","  651.21 € ","  524.96 € ","  2,199,787.38 € ","  1,773,314.88 € ","2020","10"
"C3353","europa","Ireland","Snacks","Offline","Alta","10/16/2020","5768","  152.58 € ","  97.44 € ","  880,081.44 € ","  562,033.92 € ","2020","10"
"C2940","Africa","Morocco","Cárnicos","Offline","Crítica","5/8/2021","4115","  421.89 € ","  364.69 € ","  1,736,077.35 € ","  1,500,699.35 € ","2021","5"
"C1781","Centroamérica y Caribe","Dominica","Ropa","Offline","Media","3/30/2022","2801","  109.28 € ","  35.84 € ","  306,093.28 € ","  100,387.84 € ","2022","3"
"C2514","Africa","Cameroon","Doméstico","Offline","Media","10/21/2020","8234","  668.27 € ","  502.54 € ","  5,502,535.18 € ","  4,137,914.36 € ","2020","10"
"C8486","Asia","Nepal","Cárnicos","Offline","Baja","12/4/2021","3860","  421.89 € ","  364.69 € ","  1,628,495.40 € ","  1,407,703.40 € ","2021","12"
"C1243","europa","Albania","Cereales","Online","Crítica","4/25/2022","5150","  205.70 € ","  117.11 € ","  1,059,355.00 € ","  603,116.50 € ","2022","4"
"C8036","Asia","Maldives","Cuidado personal","Online","Baja","7/8/2020","4609","  81.73 € ","  56.67 € ","  376,693.57 € ","  261,192.03 € ","2020","7"
"C7318","Africa","Turkey","Ropa","Offline","Alta","3/14/2021","6775","  109.28 € ","  35.84 € ","  740,372.00 € ","  242,816.00 € ","2021","3"
"C5246","Australia y Oceanía","New Zealand","Verduras","Offline","Crítica","4/12/2022","3213","  154.06 € ","  90.93 € ","  494,994.78 € ","  292,158.09 € ","2022","4"
"C4180","Africa","Lebanon","Cereales","Offline","Alta","1/27/2022","7524","  205.70 € ","  117.11 € ","  1,547,686.80 € ","  881,135.64 € ","2022","1"
"C7183","europa","Luxembourg","Ropa","Online","Baja","9/26/2020","336","  109.28 € ","  35.84 € ","  36,718.08 € ","  12,042.24 € ","2020","9"
"C4520","Africa","Togo","Ropa","Online","Media","9/7/2021","4311","  109.28 € ","  35.84 € ","  471,106.08 € ","  154,506.24 € ","2021","9"
"C5163","europa","Hungary","Cuidado personal","Offline","Alta","7/31/2021","9142","  81.73 € ","  56.67 € ","  747,175.66 € ","  518,077.14 € ","2021","7"
"C5282","europa","Lithuania","Doméstico","Online","Baja","5/10/2020","6551","  668.27 € ","  502.54 € ","  4,377,836.77 € ","  3,292,139.54 € ","2020","5"
"C1753","Asia","Bangladesh","Material de oficina","Offline","Media","8/19/2022","5294","  651.21 € ","  524.96 € ","  3,447,505.74 € ","  2,779,138.24 € ","2022","8"
"C5654","Asia","China","Bebida","Online","Baja","12/28/2021","6157","  47.45 € ","  31.79 € ","  292,149.65 € ","  195,731.03 € ","2021","12"
"C1768","Africa","Equatorial Guinea","Cárnicos","Offline","Media","6/5/2022","6958","  421.89 € ","  364.69 € ","  2,935,510.62 € ","  2,537,513.02 € ","2022","6"
"C7080","europa","Belgium","Cereales","Offline","Media","8/14/2022","7544","  205.70 € ","  117.11 € ","  1,551,800.80 € ","  883,477.84 € ","2022","8"
"C3277","Africa","Turkey","Snacks","Online","Alta","3/20/2020","4796","  152.58 € ","  97.44 € ","  731,773.68 € ","  467,322.24 € ","2020","3"
"C4250","Asia","Indonesia","Cuidado personal","Offline","Media","11/7/2021","7625","  81.73 € ","  56.67 € ","  623,191.25 € ","  432,108.75 € ","2021","11"
"C6594","europa","Russia","Frutas","Online","Baja","9/8/2021","1973","  9.33 € ","  6.92 € ","  18,408.09 € ","  13,653.16 € ","2021","9"
"C3106","europa","Armenia","Cárnicos","Online","Media","1/5/2020","5814","  421.89 € ","  364.69 € ","  2,452,868.46 € ","  2,120,307.66 € ","2020","1"
"C5287","Centroamérica y Caribe","Belize","Cosméticos","Online","Crítica","10/19/2021","4153","  437.20 € ","  263.33 € ","  1,815,691.60 € ","  1,093,609.49 € ","2021","10"
"C2840","europa","Finland","Snacks","Offline","Alta","12/30/2020","4026","  152.58 € ","  97.44 € ","  614,287.08 € ","  392,293.44 € ","2020","12"
"C4171","Australia y Oceanía","Samoa ","Alimento infantil","Offline","Baja","12/14/2021","9501","  255.28 € ","  159.42 € ","  2,425,415.28 € ","  1,514,649.42 € ","2021","12"
"C4892","Africa","The Gambia","Cosméticos","Offline","Crítica","11/4/2020","6675","  437.20 € ","  263.33 € ","  2,918,310.00 € ","  1,757,727.75 € ","2020","11"
"C1314","europa","Greece","Doméstico","Online","Baja","5/25/2021","8679","  668.27 € ","  502.54 € ","  5,799,915.33 € ","  4,361,544.66 € ","2021","5"
"C3954","europa","Finland","Bebida","Online","Crítica","1/7/2022","674","  47.45 € ","  31.79 € ","  31,981.30 € ","  21,426.46 € ","2022","1"
"C6031","Centroamérica y Caribe","Trinidad and Tobago","Cereales","Offline","Baja","2/5/2020","4853","  205.70 € ","  117.11 € ","  998,262.10 € ","  568,334.83 € ","2020","2"
"C5967","Asia","Vietnam","Frutas","Online","Baja","12/27/2021","5439","  9.33 € ","  6.92 € ","  50,745.87 € ","  37,637.88 € ","2021","12"
"C2889","Asia","Indonesia","Cuidado personal","Offline","Media","8/6/2021","3686","  81.73 € ","  56.67 € ","  301,256.78 € ","  208,885.62 € ","2021","8"
"C1124","europa","Norway","Cereales","Online","Media","10/16/2021","2882","  205.70 € ","  117.11 € ","  592,827.40 € ","  337,511.02 € ","2021","10"
"C5704","Africa","Zimbabwe","Cuidado personal","Offline","Crítica","7/27/2021","3343","  81.73 € ","  56.67 € ","  273,223.39 € ","  189,447.81 € ","2021","7"
"C8864","Africa","Namibia","Alimento infantil","Online","Crítica","4/28/2020","7418","  255.28 € ","  159.42 € ","  1,893,667.04 € ","  1,182,577.56 € ","2020","4"
"C3543","Australia y Oceanía","Tonga","Cereales","Online","Alta","2/17/2022","4487","  205.70 € ","  117.11 € ","  922,975.90 € ","  525,472.57 € ","2022","2"
"C5881","Asia","Malaysia","Cárnicos","Online","Crítica","1/18/2020","5960","  421.89 € ","  364.69 € ","  2,514,464.40 € ","  2,173,552.40 € ","2020","1"
"C5722","Africa","Egypt","Bebida","Online","Crítica","5/21/2020","282","  47.45 € ","  31.79 € ","  13,380.90 € ","  8,964.78 € ","2020","5"
"C7114","Africa","Saudi Arabia","Doméstico","Offline","Baja","4/16/2021","7924","  668.27 € ","  502.54 € ","  5,295,371.48 € ","  3,982,126.96 € ","2021","4"
"C5808","Centroamérica y Caribe","Panama","Material de oficina","Online","Crítica","9/26/2022","6393","  651.21 € ","  524.96 € ","  4,163,185.53 € ","  3,356,069.28 € ","2022","9"
"C2756","Centroamérica y Caribe","Haiti","Material de oficina","Online","Media","3/27/2022","5223","  651.21 € ","  524.96 € ","  3,401,269.83 € ","  2,741,866.08 € ","2022","3"
"C8616","Africa","Mauritania","Cereales","Offline","Alta","12/30/2021","983","  205.70 € ","  117.11 € ","  202,203.10 € ","  115,119.13 € ","2021","12"
"C3248","Africa","The Gambia","Cárnicos","Offline","Crítica","10/8/2021","2271","  421.89 € ","  364.69 € ","  958,112.19 € ","  828,210.99 € ","2021","10"
"C3214","europa","Ireland","Snacks","Offline","Crítica","4/12/2020","4718","  152.58 € ","  97.44 € ","  719,872.44 € ","  459,721.92 € ","2020","4"
"C3281","europa","San Marino","Cosméticos","Online","Baja","5/14/2022","5983","  437.20 € ","  263.33 € ","  2,615,767.60 € ","  1,575,503.39 € ","2022","5"
"C7918","Africa","United Arab Emirates","Material de oficina","Offline","Baja","5/30/2020","760","  651.21 € ","  524.96 € ","  494,919.60 € ","  398,969.60 € ","2020","5"
"C8797","Africa","Mauritania","Cuidado personal","Online","Media","6/28/2021","5771","  81.73 € ","  56.67 € ","  471,663.83 € ","  327,042.57 € ","2021","6"
"C7294","Centroamérica y Caribe","Nicaragua","Cárnicos","Offline","Crítica","3/19/2020","4773","  421.89 € ","  364.69 € ","  2,013,680.97 € ","  1,740,665.37 € ","2020","3"
"C9987","Asia","Malaysia","Ropa","Offline","Alta","3/5/2020","3551","  109.28 € ","  35.84 € ","  388,053.28 € ","  127,267.84 € ","2020","3"
"C6159","Africa","Zambia","Cosméticos","Online","Alta","1/30/2021","4923","  437.20 € ","  263.33 € ","  2,152,335.60 € ","  1,296,373.59 € ","2021","1"
"C8293","Africa","Malawi","Frutas","Online","Baja","3/7/2020","3737","  9.33 € ","  6.92 € ","  34,866.21 € ","  25,860.04 € ","2020","3"
"C2578","Africa","Lesotho","Cuidado personal","Offline","Alta","4/9/2022","1872","  81.73 € ","  56.67 € ","  152,998.56 € ","  106,086.24 € ","2022","4"
"C7406","Africa","Malawi","Cárnicos","Offline","Baja","2/11/2021","3241","  421.89 € ","  364.69 € ","  1,367,345.49 € ","  1,181,960.29 € ","2021","2"
"C5869","Africa","Iraq","Cárnicos","Offline","Crítica","11/19/2020","8786","  421.89 € ","  364.69 € ","  3,706,725.54 € ","  3,204,166.34 € ","2020","11"
"C4267","Asia","Turkmenistan","Doméstico","Offline","Media","6/9/2020","1480","  668.27 € ","  502.54 € ","  989,039.60 € ","  743,759.20 € ","2020","6"
"C9598","Africa","United Arab Emirates","Material de oficina","Offline","Baja","6/19/2020","1328","  651.21 € ","  524.96 € ","  864,806.88 € ","  697,146.88 € ","2020","6"
"C7067","Asia","Maldives","Doméstico","Online","Alta","1/20/2022","366","  668.27 € ","  502.54 € ","  244,586.82 € ","  183,929.64 € ","2022","1"
"C9581","europa","Romania","Doméstico","Online","Crítica","5/29/2022","7661","  668.27 € ","  502.54 € ","  5,119,616.47 € ","  3,849,958.94 € ","2022","5"
"C8249","Africa","Lebanon","Cosméticos","Offline","Crítica","12/28/2021","4313","  437.20 € ","  263.33 € ","  1,885,643.60 € ","  1,135,742.29 € ","2021","12"
"C3885","europa","Portugal","Cosméticos","Online","Alta","3/30/2020","8451","  437.20 € ","  263.33 € ","  3,694,777.20 € ","  2,225,401.83 € ","2020","3"
"C2504","europa","Bosnia and Herzegovina","Material de oficina","Offline","Crítica","9/22/2022","236","  651.21 € ","  524.96 € ","  153,685.56 € ","  123,890.56 € ","2022","9"
"C1825","Africa","Iraq","Snacks","Offline","Crítica","7/10/2022","6861","  152.58 € ","  97.44 € ","  1,046,851.38 € ","  668,535.84 € ","2022","7"
"C4772","europa","Moldova ","Ropa","Offline","Crítica","9/18/2021","7549","  109.28 € ","  35.84 € ","  824,954.72 € ","  270,556.16 € ","2021","9"
"C5969","Africa","Liberia","Cereales","Offline","Alta","5/6/2021","8556","  205.70 € ","  117.11 € ","  1,759,969.20 € ","  1,001,993.16 € ","2021","5"
"C5246","Africa","Sudan","Alimento infantil","Online","Baja","1/1/2020","8166","  255.28 € ","  159.42 € ","  2,084,616.48 € ","  1,301,823.72 € ","2020","1"
"C3133","Africa","Democratic Republic of the Congo","Cosméticos","Online","Media","12/18/2020","1698","  437.20 € ","  263.33 € ","  742,365.60 € ","  447,134.34 € ","2020","12"
"C5366","Africa","Morocco","Snacks","Offline","Media","3/13/2022","6501","  152.58 € ","  97.44 € ","  991,922.58 € ","  633,457.44 € ","2022","3"
"C9383","Centroamérica y Caribe","Saint Vincent and the Grenadines","Frutas","Online","Media","8/20/2020","6954","  9.33 € ","  6.92 € ","  64,880.82 € ","  48,121.68 € ","2020","8"
"C8825","Africa","Pakistan","Doméstico","Offline","Baja","3/12/2022","9468","  668.27 € ","  502.54 € ","  6,327,180.36 € ","  4,758,048.72 € ","2022","3"
"C7036","europa","Sweden","Cereales","Online","Alta","4/27/2020","7485","  205.70 € ","  117.11 € ","  1,539,664.50 € ","  876,568.35 € ","2020","4"
"C3564","Australia y Oceanía","Palau","Cuidado personal","Online","Crítica","4/24/2020","6480","  81.73 € ","  56.67 € ","  529,610.40 € ","  367,221.60 € ","2020","4"
